q1,q2,q3,q4,q5,q6,q7,q41,q66,q77,q85,q86
6,1,4,2,E,1.6,70.31,1,3,3,1,4
5,1,4,2,B,1.57,49.9,1,3,1,5,2
6,2,4,1,E,1.85,74.84,1,3,5,2,3
6,2,4,2,E,1.83,68.04,1,3,7,2,3
6,1,4,2,B,1.68,52.16,1,3,,3,5
6,1,4,2,B,1.57,54.43,1,5,5,3,2
6,1,4,2,B,1.55,56.7,1,3,5,3,3
6,2,4,2,A   E,1.78,108.86,1,5,3,4,4
6,2,4,2,E,,,1,5,1,2,4
6,2,4,2,E,1.75,70.31,1,3,8,2,3
6,1,4,2,DE,1.55,52.16,1,3,7,4,3
6,1,4,1,E,1.6,47.63,2,2,4,2,3
6,1,4,2,DE,1.55,64.86,2,5,3,5,7
4,1,4,2,C,1.57,70.76,1,4,3,3,3
6,2,4,2,E,1.75,79.38,1,3,1,3,4
6,1,4,2,B,1.57,57.15,1,3,2,4,2
5,1,3,2,BC,1.6,83.92,1,4,,,
7,1,3,1,,,,,2,1,4,2
6,2,4,1,E,1.63,49.9,1,4,1,1,
5,2,2,1,A,1.7,56.7,1,1,1,4,4
3,1,1,2,E,,,2,5,6,5,1
3,1,1,2,E,1.63,68.95,1,4,1,4,1
3,1,1,2,C,1.6,62.14,1,3,2,3,2
3,2,1,1,,1.73,70.31,1,3,8,3,3
5,2,3,2,A,1.9,74.84,7,5,8,5,7
4,2,1,2,E,1.78,73.94,1,3,7,1,3
4,2,2,2,E,1.78,72.58,1,3,5,2,4
4,1,2,2,C E,1.63,49.9,1,3,1,2,3
3,1,1,2,E,1.6,56.7,1,3,4,3,5
3,2,1,1,,1.7,75.3,1,4,8,1,3
4,1,1,2,B,,,1,2,1,4,3
3,1,1,2,B,1.6,67.13,1,4,6,1,5
5,2,2,1,,,,1,,5,1,4
4,1,1,2,B  E,1.6,44.91,2,2,1,4,2
3,1,1,1,E,1.7,67.59,1,3,2,,
4,1,1,2,E,1.68,63.5,1,3,1,3,1
4,1,2,1,,,,1,2,4,1,6
3,1,1,2,E,1.52,49.44,2,5,1,4,6
4,,1,2,C E,,,1,4,2,3,5
3,1,1,2,E,,,1,3,5,1,7
4,2,1,2,E,1.68,55.79,1,3,4,1,5
5,2,2,2,C,1.75,63.5,1,2,2,1,3
6,1,4,1,E,1.63,63.5,3,4,6,3,3
7,1,4,2,E,1.55,50.8,4,,,,
7,1,4,2,E,1.52,48.08,3,3,3,3,3
4,2,2,1,A   E,1.75,62.6,,,6,4,2
4,1,2,2,C,1.65,77.11,,3,8,4,5
5,2,2,2,E,1.8,58.97,1,3,8,5,1
5,1,2,2,C,,,1,3,1,3,3
5,2,2,2,,,,1,3,6,1,7
4,1,2,1,,1.6,52.62,1,3,4,3,4
4,2,2,1,E,1.75,86.18,1,4,8,1,6
4,1,2,2,C,1.68,63.5,1,3,7,2,2
5,1,2,2,C,1.6,81.65,,4,5,4,2
5,2,2,2,E,1.73,86.18,1,5,2,1,1
5,1,2,2,E,1.6,61.24,1,,,2,3
5,1,2,2,C,1.73,64.86,4,3,5,4,1
4,2,2,2,C,1.7,55.79,1,2,2,2,2
4,1,2,2,E,1.63,51.71,1,3,5,3,4
4,2,2,2,C,1.73,61.24,1,2,2,2,4
4,2,2,2,E,1.8,61.69,1,3,6,1,3
4,1,2,1,E,1.83,68.04,1,3,5,3,4
5,2,2,2,C,1.83,68.04,1,3,8,3,1
4,2,2,2,E,1.9,58.97,1,3,8,4,1
4,2,2,1,,1.83,69.4,1,2,1,3,4
4,1,2,1,E,1.65,99.79,,5,8,2,4
4,1,2,1,E,1.57,53.98,1,3,1,4,3
4,2,2,1,E,1.73,56.7,1,2,6,3,3
5,2,2,2,A   E,1.73,65.77,3,3,8,2,3
4,2,2,1,,1.78,63.5,1,2,8,1,1
5,2,1,2,E,1.63,47.63,1,1,1,2,2
4,2,2,2,C,1.63,69.85,,3,1,3,1
4,2,2,2,E,1.7,63.5,1,3,4,2,3
4,2,2,2,E,1.7,58.97,1,2,6,2,4
5,1,3,2,C,1.63,63.5,1,3,1,2,4
6,2,4,2,E,1.83,68.04,1,3,1,1,5
6,2,4,1,E,1.83,136.08,1,5,2,1,2
6,2,4,1,B D,1.73,62.6,2,3,5,2,2
6,2,4,2,E,1.85,68.04,1,2,4,2,2
7,1,4,1,E,1.63,72.12,1,3,1,2,5
6,2,4,2,C,1.83,124.74,1,4,7,1,4
6,1,3,2,C,1.55,68.04,1,3,1,4,2
5,2,3,2,E,1.7,68.04,1,4,2,2,2
6,2,4,2,C E,1.88,111.13,1,4,8,1,3
5,1,3,2,B  E,1.63,52.16,2,3,7,5,5
7,2,4,1,D,1.83,95.26,5,4,6,4,3
6,1,3,2,E,1.63,48.99,1,2,1,3,3
6,2,3,2,E,1.78,65.77,5,3,4,4,4
6,2,4,2,E,1.85,81.65,1,3,7,1,2
6,1,3,1,CD,1.78,95.26,1,4,1,3,2
5,1,3,1,C E,1.73,78.02,1,3,8,2,3
,,,,,,,1,5,1,3,1
5,1,3,2,CD,1.7,56.7,1,3,2,4,3
5,1,3,2,C,1.6,64.86,1,3,3,3,3
5,2,3,2,C,,,1,3,3,3,1
6,2,3,2,E,1.83,94.35,1,4,1,4,4
6,1,4,1,C,1.68,58.97,1,2,2,4,2
7,1,4,1,D,1.68,63.5,1,3,6,2,3
5,1,3,2,E,,,1,3,6,3,2
5,2,4,1,C,1.78,68.04,1,3,3,1,3
6,1,4,2,C,,,1,3,8,2,3
6,1,4,2,E,1.6,65.77,1,4,1,4,3
7,2,3,2,E,1.85,110.68,1,3,8,1,7
5,2,3,2,B,1.63,90.72,,4,2,3,4
5,1,3,2,C,1.63,89.36,1,5,1,5,3
5,2,3,2,E,1.88,79.38,5,3,8,1,4
6,1,4,2,C,,,1,3,8,5,2
5,1,4,2,C,,,2,2,1,3,2
6,1,4,2,C,1.6,68.49,1,3,1,3,1
6,2,4,2,E,,,1,3,1,3,1
6,2,4,2,E,1.73,54.43,1,2,5,4,1
6,2,4,2,E,1.78,70.76,2,3,2,2,4
6,1,4,2,E,1.73,81.65,1,4,3,3,3
6,2,4,2,C,1.88,95.26,1,4,4,5,1
6,2,4,2,C,1.83,83.92,1,2,8,1,4
6,1,3,2,C,1.65,59.88,1,2,1,2,1
5,1,3,1,,1.6,120.2,1,5,1,3,4
,,,,,,,1,5,1,4,3
6,1,3,,,1.73,53.98,2,1,2,3,4
5,2,3,2,C,1.73,62.6,1,,,,
5,1,2,2,C,1.5,44.45,1,3,6,4,2
6,1,3,2,E,1.65,71.22,2,4,1,,
6,2,4,2,C,1.88,104.33,1,4,4,1,3
7,2,4,2,C,,,1,2,1,2,1
6,2,4,2,C,1.88,78.02,1,3,1,2,3
7,1,4,2,C,1.65,78.93,2,4,1,5,4
6,2,4,2,C,1.78,88.45,2,3,8,4,5
6,2,4,2,E,1.83,84.37,1,4,6,3,5
6,1,4,2,C,1.7,54.43,1,3,4,3,2
3,1,1,2,C,1.7,90.72,1,4,8,1,1
5,2,2,2,C,1.83,68.04,1,2,3,2,2
4,2,2,2,C,1.83,68.49,1,3,8,1,5
3,1,1,2,A C,1.57,67.59,1,3,8,3,2
5,1,2,2,C E,1.6,32.66,1,1,8,4,3
6,2,2,2,C,,,1,2,4,1,3
5,2,2,2,C,,,,1,7,2,2
4,1,2,2,C,1.7,82.1,1,4,3,3,3
4,1,2,2,C,1.52,52.16,2,3,1,2,3
4,1,2,1,C,1.63,65.77,2,4,3,3,4
5,1,3,2,C,1.57,87.54,4,4,8,4,5
5,2,2,2,C,1.8,61.24,1,3,2,3,5
4,2,2,2,C,1.85,60.78,1,2,3,3,3
6,1,4,2,C,1.63,48.99,1,3,8,4,2
,,,,,,,1,3,8,3,3
6,2,4,2,C,1.7,56.7,1,2,4,1,2
7,2,4,2,C,,,1,2,3,1,3
6,2,4,2,C E,,,1,3,1,2,3
4,2,1,1,,1.7,58.06,1,2,6,3,6
4,2,1,2,,,,,5,4,1,4
3,2,1,2,C,1.83,84.37,1,4,4,3,1
4,1,1,1,,1.7,69.4,1,3,5,3,3
3,,1,2,E,,,2,5,2,5,4
5,2,3,2,C,1.6,54.43,4,3,2,2,3
4,1,1,2,B DE,1.63,52.16,1,3,5,4,2
3,2,1,2,C,,,1,4,2,1,2
4,2,1,2,E,1.75,49.44,1,1,1,4,1
3,1,1,1,E,,,1,5,8,3,4
6,1,4,1,E,1.8,61.24,1,2,6,2,1
6,2,4,2,C,,,1,3,4,2,3
7,1,4,2,E,1.5,48.54,1,3,1,3,3
6,1,4,2,B,1.55,136.08,1,1,1,1,1
6,2,4,2,C,1.85,58.97,1,1,2,3,3
5,2,2,2,E,,,1,4,1,3,1
6,2,3,2,,1.8,122.47,1,4,,,
6,2,3,2,C,1.8,90.72,1,4,3,2,2
5,2,3,1,C,1.7,66.68,1,3,7,1,2
5,2,2,1,C,1.8,104.33,1,4,1,4,3
5,1,3,2,C,1.57,87.54,3,4,8,5,5
5,1,3,2,C,1.6,51.71,1,2,2,,
6,2,3,2,C,,,1,3,2,2,3
5,2,3,2,C,1.73,73.03,1,3,3,1,3
3,2,1,2,C,1.7,53.52,1,2,,1,3
4,2,1,2,C,,,1,3,1,1,4
3,2,1,2,C,1.73,64.41,1,3,5,4,4
4,2,2,2,C,,,1,,,,
4,2,1,2,C,1.75,68.04,1,3,5,2,2
3,1,1,2,C,1.7,57.15,2,3,1,5,5
3,1,1,2,BC,1.55,65.77,2,3,3,4,3
3,1,1,2,C,1.65,53.52,1,3,1,3,3
3,2,1,2,E,1.73,58.97,1,3,1,1,3
4,1,1,2,C,,,1,3,8,4,5
3,1,1,2,C,1.57,50.8,1,3,4,3,2
6,1,4,2,D,1.7,58.97,1,4,8,4,6
6,1,4,2,C,1.73,66.23,2,5,3,5,1
7,2,4,2,C,1.88,99.79,1,5,3,3,1
7,1,4,2,C,1.55,51.71,2,,,,
7,2,4,2,C,1.7,81.65,1,3,1,1,3
6,2,4,1,E,1.6,52.16,1,3,2,2,5
6,1,4,2,C,1.55,52.16,1,3,6,2,4
6,2,4,2,C,1.9,140.62,1,4,8,2,3
6,2,4,2,C,1.8,97.52,1,4,2,1,3
6,1,4,2,C,,,1,2,2,2,2
6,2,4,2,C,1.83,104.33,7,5,8,5,7
6,1,4,2,C,1.55,86.18,1,4,2,1,1
6,1,4,2,C,1.65,56.7,1,2,1,5,5
3,2,1,2,E,1.7,57.61,1,3,4,4,4
5,1,2,2,C,1.68,89.81,1,3,4,3,4
4,1,2,2,C,1.63,70.31,2,4,1,3,2
3,1,1,2,C,1.68,90.27,1,5,4,4,3
3,1,1,2,B,1.52,54.89,,3,7,3,5
3,2,1,1,E,1.78,75.75,1,4,6,1,2
3,2,1,2,E,1.73,68.04,1,4,6,2,1
4,1,2,1,,,,1,3,5,4,2
4,2,2,2,C,1.78,62.6,1,3,3,2,4
3,1,1,2,C,1.57,69.4,1,4,6,2,3
3,1,1,2,C E,1.6,112.04,1,5,8,1,4
4,2,2,2,C,1.65,49.9,1,2,8,2,6
3,2,1,2,BC,1.68,90.72,1,4,8,2,2
3,2,1,2,C,1.85,88.91,1,4,3,2,1
3,2,1,2,C,1.83,68.04,1,2,8,5,5
4,2,2,2,C,1.73,63.5,1,3,6,1,5
4,2,2,2,CD,,,1,4,4,1,5
4,1,1,2,E,1.65,72.58,2,4,3,3,3
5,1,2,2,E,1.65,53.52,4,2,1,2,1
3,2,1,2,C,1.75,58.97,1,2,,,
5,2,2,2,C,,,1,3,6,2,3
4,2,2,2,C,1.73,54.89,1,2,8,2,5
4,1,2,2,C,1.65,58.97,1,3,3,3,
4,1,2,2,C,1.6,68.49,,2,4,5,3
4,1,2,1,E,1.7,71.22,1,1,8,1,1
4,1,2,2,E,1.6,54.43,1,3,6,4,2
4,2,2,2,B,,,1,4,4,4,1
5,1,3,2,E,1.65,52.16,1,2,3,3,3
4,1,2,2,C,1.68,55.34,1,3,1,3,2
4,1,2,2,E,1.68,59.88,1,4,8,2,4
4,1,2,2,C,1.57,43.09,3,1,1,2,7
4,2,2,2,C,1.73,66.68,1,,,2,3
4,1,2,2,C,1.6,48.54,1,3,7,1,2
5,2,2,1,C,1.93,70.31,,4,2,4,
4,2,2,2,C,1.73,69.85,1,3,5,1,2
6,1,3,2,C,1.6,66.68,1,2,6,4,1
5,2,3,2,C,1.65,54.43,1,2,6,2,4
5,2,3,2,C,1.78,95.26,1,,,,
5,1,3,2,C,1.65,66.23,1,3,8,2,1
6,2,3,2,A,1.68,58.97,3,1,8,3,3
6,2,3,2,BC E,,,1,,,,
6,1,3,2,C,1.57,62.14,1,3,,,
5,1,2,2,E,1.57,56.7,4,3,3,3,4
6,1,3,2,E,1.6,61.24,3,3,1,4,4
5,2,3,2,C,1.8,70.31,1,3,7,2,2
7,2,4,2,C,1.8,58.51,3,1,8,3,1
6,2,3,2,E,1.75,80.74,1,1,5,3,3
5,2,3,2,C,1.83,78.47,,3,5,4,1
5,1,3,2,C,,,1,2,5,4,3
6,2,3,2,C,1.83,111.13,1,3,8,1,2
5,2,3,2,C E,1.73,65.77,4,3,8,1,3
6,1,4,2,C,1.85,45.36,,3,3,2,5
7,2,4,2,C,1.9,90.72,3,3,8,2,3
6,2,4,2,C,,,1,3,8,1,5
6,1,4,2,C,1.57,68.04,2,3,4,5,3
6,1,4,2,A,1.68,54.89,1,3,1,2,3
6,2,4,2,C,1.78,66.68,,3,1,3,2
6,2,4,2,C,1.68,74.84,1,4,1,4,1
6,1,4,2,C,,,1,1,1,1,4
6,1,4,2,C,,,1,3,2,2,2
,1,4,2,C,,,1,3,1,1,1
6,2,4,2,C,1.75,54.43,1,1,6,3,3
6,2,4,2,C,1.8,45.36,1,3,5,2,5
7,2,4,2,C,1.73,49.9,1,2,2,1,4
6,2,3,2,C,1.8,129.28,1,5,1,1,1
6,1,4,2,A,1.6,50.8,1,2,1,3,4
6,1,4,2,C,1.45,50.8,4,3,3,5,3
6,1,4,2,C,1.65,85.73,1,3,8,2,5
7,2,4,2,C,1.85,86.18,,3,3,1,5
6,1,4,2,E,1.78,58.97,2,3,1,,
,,,,,,,1,,1,5,1
7,2,4,1,C,,,1,1,1,1,1
5,1,3,2,E,1.78,65.77,3,3,7,3,5
5,1,3,2,E,1.65,56.7,3,3,1,3,4
6,2,3,2,D,1.75,106.6,1,5,3,3,4
6,2,3,1,,1.63,70.31,1,4,8,2,2
5,2,3,2,B,1.8,59.42,1,,6,3,5
5,2,3,1,,1.68,90.72,1,4,4,3,3
5,1,3,2,E,1.68,108.86,1,4,1,3,5
5,2,3,2,E,1.83,64.41,1,3,8,5,3
5,1,3,2,E,1.7,86.64,1,5,1,5,3
5,1,3,2,E,1.65,58.97,2,3,5,3,6
5,1,3,2,E,1.78,65.77,1,3,6,1,4
,2,,,E,,,,4,5,,7
4,1,2,2,D,1.57,61.24,1,5,3,3,1
4,2,2,1,,1.63,47.63,1,2,7,1,5
4,1,2,2,E,1.6,52.16,1,3,5,4,3
3,2,2,1,C,1.78,70.31,1,3,6,1,4
4,2,2,2,E,1.88,71.67,1,3,8,1,5
4,1,2,2,E,,,1,3,8,5,2
4,2,2,2,E,1.83,68.04,1,3,7,1,4
4,1,2,2,C,1.6,61.69,1,4,1,,5
4,1,2,2,E,1.52,48.99,1,4,7,3,3
6,2,3,1,A,1.8,87.09,1,4,7,2,5
5,1,3,2,E,1.7,81.65,1,4,1,5,3
5,2,3,2,DE,1.8,58.97,1,3,8,1,4
5,2,3,1,E,1.9,136.08,1,4,4,4,3
6,2,3,2,E,1.73,61.24,5,2,3,4,4
5,2,3,2,E,1.93,90.72,1,3,5,2,4
6,2,3,2,E,1.8,104.33,2,5,5,2,4
6,2,3,2,E,1.75,63.05,1,3,8,1,5
6,2,3,1,,1.83,102.06,1,3,7,1,3
5,1,3,2,E,1.68,57.61,4,3,3,3,4
4,1,2,1,E,1.6,49.44,1,2,5,3,4
5,1,2,2,C E,,,3,3,3,4,3
4,1,2,2,E,1.78,63.5,1,3,8,4,5
4,1,2,2,B  E,1.65,47.63,1,3,7,2,4
4,1,2,1,E,,,1,5,6,5,2
4,1,2,2,B,1.5,54.43,1,4,4,4,3
5,2,2,1,,1.75,68.95,1,3,2,2,4
4,2,2,1,,1.73,81.65,1,3,8,1,5
4,1,2,2,E,1.7,65.77,1,3,8,3,3
4,1,2,1,,1.63,77.11,1,4,1,1,4
4,1,2,2,E,1.52,102.51,1,4,1,4,3
4,2,2,1,,,,1,2,8,4,6
3,1,1,2,E,1.6,86.18,1,5,2,3,5
4,1,1,2,E,1.57,68.04,1,3,4,1,6
3,2,1,2,E,1.8,64.86,1,3,4,3,4
3,1,1,2,E,1.7,52.16,1,3,8,2,3
3,1,1,2,E,1.65,52.16,1,3,1,4,3
3,2,1,2,B,1.55,44.45,1,2,4,4,1
4,2,1,1,E,1.75,68.04,1,3,8,2,5
3,2,1,2,E,1.65,54.43,1,3,1,1,4
3,1,1,2,D,1.7,70.31,1,4,3,4,1
3,2,1,2,C E,1.78,56.7,1,3,5,1,5
3,2,1,2,E,1.78,64.41,3,3,8,1,5
3,1,1,2,E,1.7,61.24,1,3,5,3,4
3,2,1,2,E,,,1,2,8,1,7
3,2,1,1,,1.7,81.65,1,4,8,2,4
3,2,1,2,E,,,1,2,1,2,4
4,1,1,2,E,1.7,70.76,1,4,5,5,2
4,2,1,2,DE,1.68,58.06,1,3,3,2,4
3,1,1,2,E,1.65,50.35,1,3,4,5,4
3,1,1,2,E,1.7,84.82,1,4,3,4,4
3,1,1,2,E,1.6,63.05,1,3,5,3,4
3,2,1,1,E,1.8,58.97,1,3,8,1,5
3,2,1,2,C,1.73,48.54,1,2,6,1,2
3,2,1,2,E,1.7,50.8,1,3,3,3,5
3,2,1,2,E,1.73,52.62,1,3,2,2,5
6,2,4,1,E,1.93,95.26,3,4,4,4,1
6,1,4,2,E,1.6,47.63,1,1,1,5,5
6,1,4,2,E,1.63,56.7,4,3,4,2,6
7,1,4,2,E,1.65,105.24,1,4,1,5,6
6,2,4,1,,1.68,49.9,1,3,3,1,1
6,1,4,2,E,1.57,49.9,1,3,2,4,3
6,2,4,2,ABCDE,1.85,83.92,7,5,1,5,1
7,2,4,1,,1.83,61.24,1,1,7,3,4
7,2,4,2,E,1.85,72.58,2,2,5,2,4
6,2,4,2,E,1.6,56.7,1,3,3,1,4
6,1,4,2,B,1.6,48.99,1,2,1,5,1
6,2,4,2,E,1.83,81.65,1,3,8,,
5,1,4,1,,1.68,65.77,1,4,1,3,5
7,2,4,1,E,1.78,56.7,1,2,1,4,3
7,2,4,1,E,1.65,61.24,1,3,6,1,3
6,2,4,2,E,1.78,65.32,1,3,8,3,3
7,2,4,2,E,1.68,45.36,1,2,4,3,3
6,1,4,1,E,1.8,70.31,1,3,5,2,6
6,1,4,2,B,1.68,72.58,1,4,1,4,2
7,2,4,1,E,1.78,63.5,1,1,7,3,3
6,2,4,1,,1.88,113.4,1,5,6,1,5
6,2,4,2,E,1.78,92.99,1,4,6,2,3
6,1,4,1,,1.68,81.65,1,5,4,5,4
7,2,4,2,E,1.8,61.24,2,3,8,2,6
7,1,4,,E,1.65,58.51,1,3,4,3,4
6,2,4,2,E,1.85,79.38,2,,,1,1
5,1,3,2,E,1.57,56.7,1,4,6,3,4
6,1,3,2,E,1.73,72.58,1,3,8,3,3
5,2,3,2,E,1.75,54.43,1,2,8,5,5
5,1,3,2,B,1.6,47.63,1,3,8,3,2
5,1,3,2,E,1.57,53.07,1,3,7,3,1
5,2,3,2,C,1.7,72.58,1,3,7,2,3
5,2,3,2,A   E,1.88,77.11,1,3,8,4,5
5,1,3,1,,1.55,68.04,,3,8,2,1
6,2,3,1,B,1.73,86.18,1,4,4,4,3
5,1,3,1,A   E,,,2,3,8,5,5
5,1,3,2,E,1.57,43.09,1,2,5,2,5
5,1,3,2,B,1.57,47.63,1,3,4,2,5
5,1,3,2,B,1.65,68.04,1,4,4,3,4
5,2,3,2,B,1.85,72.58,1,4,1,3,1
5,1,3,2,B,1.65,58.97,1,3,1,2,4
6,1,3,2,B  E,1.7,54.43,1,3,7,3,4
5,2,3,2,E,,,1,2,3,3,1
5,2,3,2,E,1.88,59.88,1,2,2,4,2
5,2,3,2,B,1.7,58.97,1,3,8,3,3
4,1,2,2,E,1.73,74.39,1,3,2,3,2
5,2,2,2,E,1.8,63.96,,,8,2,2
4,1,2,2,E,1.73,73.03,1,3,5,2,4
4,1,2,2,B,1.63,57.61,1,3,4,2,2
4,2,2,2,E,,,1,4,8,1,6
5,2,2,2,E,1.88,92.08,1,3,6,1,4
4,2,2,2,B,1.78,61.24,1,3,2,2,4
4,1,2,2,E,1.57,52.16,1,3,6,3,3
5,2,2,2,E,1.78,63.5,1,3,7,2,4
4,1,2,1,A,1.57,64.41,1,4,3,4,3
4,1,2,2,A   E,1.68,68.04,1,4,3,4,4
4,2,2,2,C,1.65,49.9,1,2,3,3,3
4,1,2,2,B  E,1.57,59.42,1,4,4,3,6
4,1,2,2,AB,1.57,63.05,1,4,1,3,3
3,1,1,2,B,1.63,61.69,1,4,7,3,4
3,2,1,2,B,1.7,58.51,1,3,8,2,4
3,2,1,2,B,1.75,52.16,1,2,4,1,4
3,1,1,2,B,1.6,56.7,1,4,1,4,4
3,1,1,2,B,1.6,48.99,1,3,1,4,1
3,1,1,2,B,1.6,44.45,1,2,2,5,4
3,2,1,2,B,1.73,65.77,1,3,7,1,3
3,2,1,2,E,1.68,54.43,1,3,6,1,5
3,,1,2,B,,,2,2,3,4,1
3,2,1,2,,1.75,52.16,,2,4,2,4
3,2,1,2,D,1.78,72.58,1,3,8,1,5
3,2,1,2,E,1.9,83.92,1,3,8,2,5
3,1,1,2,E,1.78,62.6,1,3,8,2,4
4,2,1,2,B,1.7,68.04,1,3,8,1,6
3,1,1,2,B,1.6,51.71,1,3,4,3,4
3,2,1,2,B,1.75,66.23,1,4,6,2,6
3,1,1,2,B,1.65,70.76,1,4,4,2,5
6,2,4,1,E,,,,3,6,5,5
6,1,4,2,E,1.6,58.97,3,3,7,5,5
6,1,4,2,C E,1.63,53.98,1,2,7,4,5
6,2,4,2,E,1.68,52.16,1,2,6,3,5
6,2,4,2,B,1.65,79.83,1,4,6,3,4
6,2,4,2,DE,1.8,78.93,1,4,2,1,3
6,1,4,2,B  E,1.55,56.7,2,3,1,3,2
7,2,4,2,E,1.78,97.52,1,4,6,2,4
7,1,4,2,B,1.5,47.17,1,3,3,3,1
7,2,4,2,E,1.83,70.31,1,2,8,1,4
6,2,4,2,B,1.73,58.97,1,3,7,2,4
7,2,4,2,B,1.73,65.77,1,3,8,3,4
6,1,4,2,A,1.73,97.98,1,4,8,3,3
6,2,4,2,E,1.96,113.4,1,3,8,2,5
6,1,4,2,E,,,3,3,2,5,3
6,2,4,2,B,,,1,2,,2,4
6,2,4,2,E,1.78,104.33,1,4,4,4,4
6,2,4,2,E,1.78,68.04,1,2,1,1,3
6,2,4,2,E,1.8,54.43,1,1,6,2,5
6,1,4,2,A C,1.73,56.25,1,3,6,3,2
6,2,4,2,E,1.73,73.48,2,3,7,2,3
6,2,4,,E,1.96,88.45,1,3,8,5,3
6,2,4,2,E,1.75,63.5,1,2,7,5,2
,,,,,,,1,3,3,2,2
6,1,4,2,E,1.68,55.79,1,2,,,
6,2,4,1,,1.7,78.02,1,3,4,3,2
6,1,4,2,E,1.75,64.41,1,3,4,4,1
4,2,2,2,E,,,1,2,8,1,2
4,2,2,2,E,1.9,113.4,1,4,8,4,4
4,2,2,2,E,1.75,95.26,2,4,2,2,4
4,1,2,2,E,1.65,71.22,,4,3,4,1
4,1,2,2,E,1.63,52.16,1,3,8,1,5
4,1,2,2,E,1.65,56.25,2,3,6,3,2
4,1,2,2,E,1.68,54.43,1,3,8,2,4
4,1,2,2,E,1.7,57.15,1,2,7,4,4
4,2,2,2,E,1.88,113.4,1,4,6,1,4
4,1,2,2,E,1.63,52.16,1,3,8,1,3
4,1,2,1,,1.5,60.33,1,3,7,1,3
4,2,2,2,E,1.75,79.38,1,4,8,2,4
4,1,2,2,E,1.6,59.88,2,4,6,3,4
5,1,2,2,E,1.63,58.97,,5,4,5,5
4,1,2,2,E,1.68,49.9,1,3,8,2,2
4,2,2,2,E,1.8,54.43,2,1,8,4,3
4,2,2,2,E,1.75,65.77,1,3,8,1,5
4,1,2,2,C E,1.7,59.88,,3,5,3,5
5,2,2,2,C,,,1,2,1,5,2
6,2,4,2,E,1.68,52.16,2,1,7,1,4
7,2,4,2,E,1.85,65.77,1,3,8,1,4
4,1,3,2,B,1.55,91.63,7,3,4,5,4
6,2,4,2,C,1.88,86.18,1,3,8,3,3
6,2,4,2,E,1.83,81.65,3,3,2,1,5
6,1,4,2,E,1.68,61.24,2,3,5,3,3
7,2,4,1,,1.68,63.5,,2,3,3,3
6,2,4,2,C,1.78,83.92,,3,8,1,4
6,1,4,2,C,,,,5,2,2,3
6,1,4,2,E,1.75,54.43,1,2,4,4,4
6,1,4,2,C,1.65,54.89,3,3,5,2,3
6,1,4,2,C,1.63,77.11,1,4,1,3,3
6,2,4,2,C,1.68,108.86,,5,1,4,1
7,1,4,2,E,1.57,77.11,1,4,4,3,3
3,1,1,2,E,1.68,47.17,2,3,5,5,4
6,1,4,2,E,1.63,77.57,2,4,6,3,3
7,1,4,2,E,1.65,63.5,5,5,7,4,2
4,2,1,2,C,1.57,54.43,1,3,8,1,1
3,2,1,2,E,1.68,64.86,1,3,5,1,5
3,2,1,2,C,1.78,51.71,1,2,2,3,3
3,1,1,1,C,1.57,90.72,1,4,8,4,6
3,1,1,2,C,,,1,4,1,1,3
3,2,1,2,E,1.78,83.92,1,4,8,1,4
3,1,1,2,C,1.57,52.16,1,2,6,1,3
3,1,1,2,C,1.6,65.77,1,3,4,3,5
3,2,1,,E,1.57,58.97,1,,1,1,5
3,2,1,2,C,1.55,110.22,1,3,5,1,4
3,2,1,2,C,1.8,79.38,1,3,8,4,4
3,2,1,2,A   E,1.88,77.11,1,4,5,4,5
3,1,1,2,C,1.52,78.47,2,4,4,4,5
3,1,1,2,C,1.7,63.5,1,3,1,1,6
4,2,1,2,C,1.75,88.45,1,3,1,1,4
3,1,1,2,E,,,1,3,8,1,5
4,1,1,2,C,1.57,77.11,1,4,8,1,5
5,1,1,2,E,1.57,45.81,2,2,2,5,1
3,1,1,2,C,1.7,58.97,1,3,1,2,6
3,1,1,2,E,1.63,51.26,,3,1,5,6
6,1,3,2,E,1.65,75.75,1,3,2,1,4
5,2,3,2,E,1.7,72.58,1,4,8,3,3
7,2,3,2,E,1.75,88.45,1,3,7,2,6
6,2,3,2,C,1.68,59.88,1,3,1,1,5
6,2,4,2,C,,,,1,1,2,1
5,1,3,2,E,1.65,56.7,1,3,4,2,3
6,1,3,2,C,1.57,65.77,2,4,1,1,3
5,2,3,2,C,1.85,69.85,4,3,8,1,5
5,2,3,2,C,1.75,71.67,2,3,4,1,2
5,1,3,2,C,1.65,47.17,1,2,1,2,3
5,2,3,2,E,1.8,56.7,1,3,8,1,4
5,2,3,2,C,1.65,63.5,1,3,1,1,4
5,1,3,2,E,1.52,44.91,1,1,8,5,3
5,1,3,2,C,1.63,75.75,,4,3,3,5
7,1,4,2,E,1.63,68.04,,3,8,3,4
3,1,1,2,E,1.78,65.32,1,4,7,4,4
4,1,1,2,C E,,,1,4,8,2,3
3,2,1,2,E,1.85,104.33,1,4,1,2,1
3,2,1,2,E,1.78,58.97,1,2,6,1,5
4,2,1,2,E,1.8,72.58,1,3,8,1,3
4,2,2,1,,1.78,73.03,5,4,6,2,1
3,1,1,2,E,,,1,,5,4,2
3,1,1,2,E,1.68,56.7,1,3,5,4,3
4,1,1,2,E,1.68,99.79,1,5,3,4,2
