q1,q2,q3,q4,q5,q6,q7,q41,q66,q77,q85,q86
5,1,2,2,B,,,1,5,1,4,5
5,2,2,2,B,1.68,55.79,1,3,6,1,4
5,2,2,2,E,1.88,79.83,1,2,8,4,3
5,2,2,2,E,,,1,4,,1,5
4,1,2,2,B  E,,,2,4,6,3,2
4,1,2,2,A C E,1.68,58.06,2,3,4,3,1
4,2,2,2,E,1.73,94.35,1,5,1,2,2
5,2,3,2,B,1.75,54.43,1,2,5,1,3
5,2,3,2,B  E,1.73,67.13,1,3,8,2,4
5,2,3,2,C E,1.83,85.73,1,3,1,1,3
5,2,3,1,,1.8,113.4,1,4,2,4,1
5,1,3,2,E,,,1,3,6,4,4
5,2,3,2,B,1.73,54.43,2,2,8,2,3
5,2,3,2,E,1.75,79.38,1,4,4,4,2
6,2,3,2,E,1.68,62.6,2,2,8,3,2
5,1,3,2,E,,,2,4,6,1,5
5,2,3,2,B  E,1.75,86.18,1,4,6,1,3
5,2,3,2,E,1.73,54.43,2,3,1,1,3
6,2,3,2,B,1.55,53.98,1,3,6,4,3
5,1,3,2,,,,1,,,2,3
5,1,3,2,C,1.55,54.43,2,3,4,4,1
5,2,3,1,A,,,1,2,,5,
5,1,3,2,E,1.6,49.9,3,2,5,4,2
5,1,3,2,B,1.57,77.11,4,5,4,5,3
5,1,3,2,B  E,1.65,51.71,1,3,3,2,2
6,2,3,1,,1.7,68.95,,3,4,1,4
5,2,3,2,E,1.83,74.84,1,3,6,1,4
3,1,1,2,B,1.6,49.9,1,3,1,3,2
3,1,1,2,B  E,1.73,45.81,1,3,4,2,4
6,1,4,2,E,1.55,70.76,1,4,6,4,2
6,1,4,2,E,1.63,79.38,,3,6,5,2
6,2,4,2,C,1.7,56.7,,3,8,,
6,1,4,2,C E,,,1,4,6,1,2
6,2,4,2,E,1.73,65.77,3,3,4,2,2
4,2,1,2,C,1.68,59.88,1,2,4,3,2
3,1,1,2,B  E,1.57,50.8,1,3,5,2,4
4,1,1,1,,1.65,52.16,1,3,6,4,4
6,1,4,2,E,1.68,68.04,1,3,7,2,3
6,1,4,2,AB  E,1.63,58.06,2,3,6,4,2
4,2,1,2,D,1.88,115.67,1,4,6,1,4
4,1,1,2,E,1.68,49.9,1,2,5,4,4
3,1,1,2,B,1.57,59.88,1,4,2,4,
3,1,1,1,,1.6,57.15,2,3,8,4,
3,2,1,2,B D,,,1,3,6,1,6
3,1,1,2,E,1.65,44.45,1,2,5,2,5
3,1,1,2,E,1.57,49.9,1,3,2,4,3
3,1,1,2,B,1.63,74.39,1,4,6,4,1
3,1,1,2,B,1.57,40.82,1,3,6,3,4
3,1,1,2,B,1.6,50.8,1,3,1,3,2
6,1,4,1,E,,,1,3,1,1,1
7,2,4,2,E,2.01,90.72,1,3,8,3,3
6,2,4,1,,1.8,90.72,5,3,6,1,4
7,2,4,2,E,1.75,54.43,3,1,1,4,1
6,2,4,1,,1.7,77.57,1,4,6,2,3
7,2,4,2,B,1.73,81.65,3,4,3,3,3
6,2,4,1,,1.73,67.13,1,3,6,3,4
7,2,4,1,E,1.78,63.5,3,2,8,2,3
6,2,4,1,,,,1,3,1,2,1
6,2,4,1,,1.83,84.82,1,3,4,2,2
6,1,4,2,E,1.63,47.17,,1,8,3,3
7,1,4,2,E,1.63,49.44,3,4,8,5,1
6,2,4,2,E,1.85,76.66,1,3,8,2,3
6,2,4,2,E,1.75,58.51,1,2,8,2,4
7,2,4,2,E,1.83,68.04,3,3,1,4,1
3,1,1,,E,,,1,3,3,1,4
3,2,1,2,E,1.68,52.62,1,3,8,1,5
3,1,1,2,E,,,1,4,5,3,5
4,1,1,2,E,,,1,3,8,3,5
4,2,1,2,AB  E,1.8,61.24,3,4,8,3,4
3,2,1,2,E,1.75,61.24,3,2,6,2,3
3,2,1,2,E,1.78,47.63,1,1,5,1,4
3,2,1,2,E,1.7,54.43,1,1,6,2,2
4,1,1,2,E,1.7,54.43,1,3,8,2,4
3,1,1,2,E,1.65,61.24,1,3,4,2,3
3,1,1,2,E,1.6,54.43,1,3,8,2,5
3,2,1,2,E,1.5,40.82,1,1,8,3,5
3,2,1,2,E,1.78,56.7,1,1,3,1,4
3,1,1,2,E,1.63,51.71,1,3,6,3,2
6,1,4,2,E,1.68,63.05,1,3,4,3,3
6,1,4,2,B,1.5,41.73,1,3,5,1,5
6,1,4,2,B,,,1,4,3,3,3
5,1,3,2,E,1.7,59.88,1,3,6,3,4
6,1,3,2,E,1.55,58.06,1,3,1,4,1
7,1,4,2,E,,,1,4,3,5,4
4,1,1,2,E,1.65,58.97,1,3,8,3,2
4,1,1,2,E,1.52,49.9,2,2,8,4,3
4,2,1,2,E,1.85,70.31,2,3,8,3,4
4,2,1,2,E,1.85,70.76,2,3,8,2,4
6,1,4,2,E,1.68,55.79,1,3,5,3,4
7,2,4,2,E,1.73,95.26,2,4,1,2,3
7,1,4,2,E,1.65,58.97,2,3,3,2,4
6,2,3,2,E,1.85,70.31,1,3,8,1,4
7,2,4,2,E,1.75,72.58,1,3,6,1,5
7,2,4,2,E,1.65,49.9,1,2,8,1,5
7,1,4,2,E,1.65,54.89,2,2,7,4,3
7,2,4,2,E,1.63,56.25,1,3,6,1,5
6,2,4,2,E,1.68,53.98,1,2,6,1,2
7,2,4,2,E,1.73,72.58,1,4,3,3,4
6,1,3,2,E,,,3,4,5,3,3
5,1,3,2,E,1.68,63.5,1,3,7,3,5
6,1,3,2,E,,,1,4,4,,4
6,2,3,2,E,1.75,85.28,1,4,6,2,5
5,2,3,2,E,1.73,70.31,1,4,6,2,4
6,1,3,2,E,1.6,63.5,1,3,8,1,5
5,1,3,2,B  E,1.75,54.43,1,2,6,4,4
5,1,3,,B DE,1.73,55.79,5,4,4,5,1
6,2,3,2,E,,,1,2,7,3,1
6,1,3,2,E,1.63,45.81,2,2,3,5,1
5,1,3,2,E,1.68,123.83,1,5,8,4,5
6,2,3,2,E,1.83,57.15,4,1,2,2,2
7,2,3,2,E,,,1,2,5,1,4
5,2,3,2,E,1.83,79.83,6,3,8,5,1
6,2,3,2,E,,,1,,8,2,1
6,2,3,2,E,1.78,113.4,1,5,,1,4
6,2,3,2,E,1.8,72.58,1,3,8,5,2
5,2,3,2,E,,,1,3,7,3,3
5,2,3,2,E,1.75,68.04,2,3,8,2,4
5,2,3,2,E,1.83,63.5,4,1,8,5,2
5,2,2,2,E,1.88,73.48,,2,8,1,2
4,2,2,1,A   E,,,1,5,1,3,1
4,1,2,2,E,1.73,56.7,1,4,1,2,5
4,1,2,2,E,1.68,63.5,1,4,3,4,4
4,2,2,2,AB  E,1.8,79.83,1,2,3,4,3
5,2,2,2,E,1.75,61.24,1,2,6,2,4
5,1,2,2,E,1.68,68.49,1,4,3,3,5
5,1,3,2,E,,,1,3,8,4,4
6,1,3,2,E,1.65,53.98,2,3,5,3,2
5,2,2,2,E,1.75,83.01,1,3,1,4,3
4,1,2,2,E,1.52,56.7,2,4,6,4,3
5,1,2,2,E,1.7,47.63,1,2,3,2,4
6,2,2,1,,,,1,,1,1,5
5,2,2,2,E,1.85,95.26,1,4,4,4,3
4,2,2,2,E,1.73,51.26,1,2,6,1,6
4,1,2,2,E,1.57,69.4,1,4,6,4,3
4,2,2,2,E,1.9,79.83,1,3,3,1,5
5,2,2,2,E,1.63,92.99,1,4,4,1,3
6,1,4,2,E,,,1,4,6,2,4
4,1,1,2,E,1.6,56.25,1,3,4,2,6
4,1,1,2,E,1.63,56.25,2,3,1,4,1
4,2,1,2,E,1.88,70.31,1,2,8,3,5
4,2,2,2,E,1.83,68.04,1,3,6,4,4
4,2,2,2,E,1.7,47.63,3,3,6,1,4
4,2,2,1,E,1.7,70.31,3,3,5,1,5
4,2,2,2,E,,,1,3,4,1,5
4,2,2,2,E,1.75,97.07,2,4,5,2,7
4,2,2,2,E,1.73,57.15,1,2,5,1,5
5,1,2,2,E,1.65,77.11,1,4,3,4,4
5,1,2,2,E,1.57,68.04,1,4,5,4,1
5,1,2,2,E,1.57,54.43,2,3,1,4,3
4,1,2,2,E,1.68,59.88,1,3,4,5,1
4,2,2,2,E,1.73,52.16,1,2,7,3,3
5,1,2,2,E,1.6,70.31,1,4,8,4,5
5,1,2,2,E,,,1,2,1,2,3
4,1,2,2,E,1.65,68.04,2,4,6,3,5
4,1,2,2,E,1.6,48.08,1,2,6,1,4
5,1,3,2,E,,,1,,4,2,4
4,1,2,2,A,1.55,44,2,4,2,4,1
4,1,2,2,E,1.52,43.09,4,2,3,3,4
3,2,1,2,E,1.7,57.61,1,3,7,3,2
3,2,1,2,E,1.78,68.49,1,3,5,2,5
4,1,1,2,E,1.63,61.24,2,3,8,3,5
3,1,1,2,E,1.68,63.5,1,5,8,3,4
3,1,1,2,E,1.68,49.9,1,3,5,2,6
4,1,1,2,E,1.63,43.55,1,2,7,3,3
3,1,1,2,E,1.55,48.08,1,3,6,3,4
3,1,1,2,E,1.68,56.7,1,3,6,1,5
3,2,1,2,E,1.68,54.43,1,3,1,2,3
4,1,1,2,E,,,2,3,8,3,4
3,1,1,2,E,1.63,56.7,1,4,8,2,5
3,2,1,1,,1.6,45.36,1,5,1,3,2
3,1,1,2,E,1.63,51.26,1,3,4,4,6
3,2,1,2,E,1.65,74.84,2,3,3,2,1
4,2,1,2,E,1.73,81.65,1,4,6,2,5
4,1,1,2,E,1.8,63.5,1,3,8,2,3
3,2,1,2,E,1.75,68.04,1,3,5,1,4
3,1,1,2,E,1.57,55.79,3,3,8,5,5
6,1,4,2,E,1.6,65.77,1,4,5,4,4
6,2,4,2,E,1.73,69.85,2,3,8,2,2
7,1,4,2,E,1.6,70.31,1,4,3,4,4
6,,4,2,E,,,1,4,1,3,1
7,2,4,2,E,1.88,78.47,2,3,7,5,6
6,2,4,2,E,1.83,60.78,3,2,8,2,5
4,1,2,2,E,1.52,43.09,1,3,7,3,3
5,1,2,2,,1.55,52.16,1,3,5,2,3
7,2,4,1,B,1.78,61.24,1,2,8,3,4
7,2,4,2,E,1.8,104.33,1,5,3,4,1
5,2,3,2,E,1.8,58.97,1,3,3,3,4
5,2,3,2,E,1.8,68.04,1,3,5,1,3
5,2,3,2,E,,,1,4,2,3,4
6,1,3,2,E,1.68,55.34,,2,8,4,4
6,1,3,2,E,1.7,62.14,2,3,4,2,4
6,2,3,2,E,1.8,73.48,1,3,8,1,5
5,2,3,2,E,,,2,3,7,1,3
5,2,3,2,E,,,4,3,6,5,5
6,2,3,2,E,1.73,69.85,7,3,4,4,4
6,2,3,2,E,1.85,120.2,3,4,1,1,4
,2,3,2,E,,,4,3,8,1,4
5,2,3,2,E,1.85,67.13,,3,8,1,4
5,2,3,2,E,1.73,56.7,1,2,6,4,4
6,1,3,2,E,1.65,64.41,1,3,6,3,5
5,2,3,2,E,1.88,95.26,1,4,1,3,4
5,2,3,1,E,1.85,67.13,1,2,1,1,3
5,1,3,2,E,1.68,56.7,1,3,8,2,5
5,2,3,2,E,1.85,86.18,1,3,8,4,4
5,2,3,2,E,1.73,65.77,1,3,8,3,4
6,1,3,2,E,1.78,61.24,2,3,7,3,4
6,1,3,2,A,1.7,68.04,1,3,1,5,5
5,1,3,1,E,,,3,4,4,3,5
5,1,3,2,E,,,1,2,4,5,2
5,2,3,2,E,1.83,66.68,1,2,8,2,3
6,2,3,2,E,1.83,95.26,1,3,8,1,4
3,1,1,2,E,1.68,58.97,1,3,1,2,3
3,1,1,2,C,1.52,48.54,1,1,8,3,7
3,2,1,2,C,1.8,66.23,,2,1,3,7
3,2,1,2,E,1.68,58.97,1,3,8,1,5
3,2,1,1,,1.68,73.94,1,4,4,1,3
3,1,1,2,E,,,1,3,3,3,2
3,2,1,2,E,1.73,56.7,4,2,7,4,2
4,1,1,2,E,1.57,59.88,2,3,3,2,4
3,2,1,2,B  E,1.8,81.19,1,3,7,1,2
4,1,1,2,E,1.55,54.43,1,3,4,4,2
3,2,1,1,,1.78,57.61,1,2,8,1,5
3,2,1,2,E,1.73,71.67,1,3,6,2,5
3,1,1,2,B  E,1.65,60.78,1,1,2,5,3
3,2,1,2,E,1.63,42.64,1,3,3,3,4
3,2,1,2,E,1.8,56.7,1,3,6,2,5
4,1,2,2,E,1.63,70.76,1,,4,4,3
3,1,1,2,E,,,,3,4,3,6
3,2,1,2,E,1.7,58.97,1,3,8,1,7
3,1,1,2,BCDE,1.57,51.26,1,3,6,3,4
4,2,1,1,,1.6,56.7,1,3,6,2,3
4,2,1,2,E,1.75,86.18,1,4,2,2,1
3,1,1,1,E,1.52,48.99,1,3,3,3,4
3,2,1,2,E,1.78,65.77,1,3,8,2,6
4,2,1,2,E,1.83,71.22,1,3,6,1,4
5,1,3,2,E,1.73,62.6,1,4,4,3,3
5,1,3,2,E,1.68,63.5,2,3,1,2,2
5,2,3,2,E,1.9,70.31,4,1,1,4,
5,2,3,2,E,1.83,124.74,1,5,7,4,5
5,2,3,2,E,1.78,78.93,1,3,8,3,4
5,2,3,2,E,1.88,79.38,1,3,3,4,1
5,2,3,2,E,1.83,84.37,2,4,8,3,3
4,2,2,2,E,1.88,86.18,1,3,7,4,4
5,2,3,2,C E,1.73,70.31,1,2,6,2,4
5,2,3,2,E,1.7,58.97,1,3,5,1,5
5,1,3,1,E,1.5,47.63,1,4,1,5,4
6,2,3,2,E,1.8,83.92,1,3,8,5,3
5,1,3,1,E,1.6,122.47,1,4,4,3,1
5,2,3,2,E,1.75,57.61,1,2,5,1,4
5,2,3,1,,1.83,66.23,1,3,8,2,5
5,1,3,2,E,1.75,67.13,1,5,3,2,3
5,2,3,2,C,1.78,68.04,1,3,2,2,3
5,2,3,2,E,1.75,50.8,1,2,1,4,4
5,2,3,2,E,1.68,58.97,2,2,8,1,3
5,2,3,2,C,1.88,122.47,1,1,1,1,1
5,1,3,1,B  E,1.63,56.7,5,4,3,4,1
5,1,3,2,C E,1.75,117.94,1,4,4,1,4
4,1,2,2,C E,1.6,44.45,4,2,4,,2
5,2,2,2,E,1.7,49.9,4,1,3,1,1
4,2,2,2,E,1.73,73.94,2,4,6,2,3
3,2,2,2,C,,,,,4,1,3
4,1,2,2,E,1.63,46.27,1,3,3,2,5
4,1,2,2,E,1.63,45.36,1,1,6,4,3
5,2,2,1,,1.83,70.31,,,8,,
4,2,2,1,,1.75,99.79,1,4,5,2,
4,1,2,2,E,1.65,51.26,1,3,3,,
4,2,2,2,E,1.75,49.9,1,1,4,2,4
4,2,2,2,E,1.7,70.31,1,3,8,1,5
4,1,2,1,E,1.6,50.35,1,3,1,2,4
4,2,2,1,E,1.75,95.26,1,4,4,1,5
4,2,2,1,E,1.75,79.38,2,3,8,3,5
4,2,2,2,C,1.83,74.39,1,3,8,1,3
4,2,2,2,E,1.57,42.64,1,1,7,1,4
4,2,2,1,,,,3,5,1,1,3
5,1,2,2,E,1.65,74.84,6,4,8,5,1
4,2,2,2,E,1.83,84.82,1,4,8,3,3
4,1,2,2,E,1.7,69.85,,5,2,,2
4,1,2,2,E,1.52,40.82,4,1,1,4,3
4,1,2,2,E,1.7,78.02,3,4,5,4,5
4,2,2,2,E,1.63,83.46,1,3,1,1,2
6,2,4,2,E,1.83,68.95,1,2,8,3,3
6,1,4,2,E,1.55,51.71,1,3,8,3,3
6,1,4,1,E,1.75,79.38,1,4,1,2,4
6,1,4,,E,1.57,56.7,1,3,6,2,2
6,1,4,2,E,1.6,55.79,3,2,8,3,5
6,2,4,2,E,1.75,72.58,1,3,8,2,3
6,2,4,2,E,1.65,54.43,,3,8,4,3
6,2,4,2,E,1.83,61.24,1,2,5,3,4
6,2,4,2,E,1.73,58.97,1,2,8,2,5
7,1,4,2,E,1.78,68.04,2,3,8,3,4
7,2,4,2,E,1.78,58.97,1,3,7,1,4
6,1,4,1,E,1.65,87.54,1,5,1,3,7
6,2,4,2,E,1.78,56.7,2,2,2,2,4
6,1,4,2,E,1.65,102.06,1,4,7,4,2
6,1,4,2,B  E,1.6,54.43,1,3,1,4,1
6,1,4,2,BC E,1.57,62.14,1,3,1,5,2
3,1,1,1,,1.63,54.43,1,3,8,1,4
4,2,1,2,E,1.63,45.36,1,2,3,1,4
3,2,1,2,E,1.78,57.61,2,2,1,5,1
4,1,1,2,E,1.45,52.16,1,3,2,1,6
3,2,1,2,B,1.73,55.79,1,3,5,1,4
5,2,1,2,B,,,1,4,3,1,5
4,2,1,2,C,1.68,89.81,1,3,8,1,4
3,2,1,2,E,1.7,55.34,1,1,8,1,5
6,1,4,2,E,1.55,67.13,1,4,1,4,4
6,1,4,2,C,,,1,3,2,2,3
6,2,4,2,B,1.8,61.24,1,2,6,1,3
6,2,4,2,E,1.7,69.4,1,3,6,2,4
7,2,4,2,B,1.88,83.92,1,3,8,2,5
7,2,4,2,E,1.68,96.62,1,4,3,2,3
4,1,2,2,E,1.6,49.9,4,4,3,4,3
4,2,2,2,B,,,1,3,6,2,2
6,2,2,2,B,,,1,1,4,3,2
4,1,2,1,E,1.57,48.08,1,2,8,2,4
4,1,2,2,C,1.6,82.56,2,4,2,4,2
5,2,3,2,E,1.78,58.97,7,3,8,5,1
6,2,3,2,C,1.7,72.58,1,3,3,4,1
6,2,3,2,C,1.85,80.74,1,3,5,1,3
5,2,3,2,B,1.68,45.36,1,1,5,3,4
7,2,3,2,B,1.7,72.58,1,3,7,2,4
5,2,3,2,E,1.73,57.61,1,2,4,3,2
5,1,3,1,E,1.5,71.22,1,4,1,2,5
5,1,3,2,E,1.6,45.36,1,3,8,3,3
3,1,1,2,E,1.55,40.82,4,1,4,4,3
6,2,4,,A,1.65,50.35,7,1,1,5,1
5,2,4,1,A,1.68,71.67,1,3,8,5,2
6,2,4,2,E,1.78,52.16,2,3,1,1,2
7,2,4,1,A,1.65,99.79,1,,2,1,2
4,2,2,1,A,,,1,3,1,,5
5,1,2,2,E,1.63,65.77,1,3,1,3,4
6,1,4,1,,,,,4,4,2,4
5,1,2,2,E,1.52,58.97,1,3,8,3,1
6,1,4,1,,1.6,89.36,1,5,1,4,2
5,1,3,1,E,1.6,63.96,,5,1,4,1
,,,,,,,1,1,2,2,2
5,1,3,2,E,1.57,65.77,1,4,4,3,2
6,1,4,1,,1.6,63.5,5,3,7,,7
5,,3,1,,,,2,4,4,4,5
,,3,1,E,,,1,5,5,2,4
4,2,3,1,E,,,2,4,4,2,3
5,2,3,1,C E,1.88,117.94,5,4,5,,4
5,2,3,1,E,1.68,56.7,1,2,4,3,5
5,2,3,1,A C,1.7,54.43,1,2,4,3,4
6,1,4,2,A C E,1.6,55.79,4,2,1,5,4
5,2,3,1,D,1.55,81.19,1,4,4,3,5
5,2,3,2,E,1.83,72.58,1,3,3,3,
5,2,3,1,B,1.65,74.84,1,4,5,2,4
4,1,3,1,E,1.68,65.77,1,4,1,4,2
6,1,4,1,E,1.5,56.25,5,4,3,4,1
5,2,3,1,,,,1,4,3,3,3
6,1,4,2,C E,1.55,58.97,1,3,1,1,1
6,2,4,1,E,1.83,102.06,1,4,8,2,3
5,2,3,2,C,,,1,4,1,3,3
5,2,3,2,B,1.93,90.72,1,4,7,2,5
5,1,3,1,A,,,3,3,4,3,3
6,2,4,1,,1.6,58.97,1,4,1,3,5
5,2,3,1,E,1.75,67.13,2,3,7,3,5
6,1,4,1,A,1.6,51.71,3,2,3,2,2
5,1,3,1,E,1.55,48.54,,3,3,2,7
5,2,4,1,E,1.7,92.08,1,4,4,2,2
5,2,3,1,E,,,1,5,1,4,3
6,2,4,1,E,,,5,3,3,2,3
6,2,4,1,DE,,,2,2,8,3,5
5,1,3,1,A C,1.65,79.38,1,3,4,2,5
5,2,4,1,,1.8,62.14,1,1,8,4,3
5,1,4,1,A,1.63,86.18,2,5,1,5,4
4,1,2,1,,1.55,44.45,5,2,1,4,2
5,2,3,1,E,1.7,71.22,1,3,6,3,4
6,2,4,1,,1.68,54.43,2,1,1,2,5
5,1,3,1,,1.47,50.8,1,3,8,3,4
5,2,3,1,,1.75,54.43,1,2,8,1,6
5,2,3,1,,1.65,58.97,1,3,4,2,4
6,2,4,1,D,1.9,114.31,,4,6,1,6
6,1,4,1,,1.65,104.33,3,4,1,4,5
6,2,4,2,A,1.75,58.51,1,2,1,1,3
6,2,4,2,E,1.75,112.49,1,5,,4,2
6,2,4,1,,1.85,104.33,1,4,1,1,5
6,2,4,1,C E,1.7,63.5,2,3,3,3,
6,2,4,1,D,1.75,54.43,1,3,7,3,5
6,2,4,1,E,1.73,77.11,1,2,3,2,1
7,2,4,1,E,1.73,104.78,5,5,8,4,1
5,1,3,1,E,1.57,63.5,1,3,1,4,3
5,1,3,1,E,,,1,,1,3,4
5,1,3,1,,1.57,71.67,4,3,6,3,3
5,2,3,2,,,,,,,4,3
5,2,3,1,A,1.75,54.89,1,1,5,2,5
6,2,4,2,E,1.73,63.5,1,2,8,,3
5,1,3,1,D,1.6,86.18,5,5,5,4,2
7,2,4,1,,1.78,54.43,1,2,8,1,3
5,2,4,1,,1.68,55.79,1,3,7,1,1
6,2,4,1,,1.63,55.79,1,3,8,3,6
6,2,4,1,E,1.68,58.97,1,3,6,5,4
7,2,4,1,,1.8,70.31,1,1,1,3,5
6,2,4,2,E,1.83,68.04,2,3,1,1,4
5,1,4,1,,,,1,4,1,,3
6,2,4,1,A,1.88,74.84,,3,6,2,7
6,2,4,1,,1.73,68.49,2,3,6,3,3
5,2,4,1,,1.7,99.79,1,5,5,3,3
6,2,4,2,E,1.75,65.32,2,4,3,1,1
5,2,3,2,E,,,1,5,3,4,4
6,2,4,1,D,1.83,97.52,3,4,6,2,7
5,2,4,1,E,1.68,52.16,2,2,3,3,2
6,2,4,1,,1.7,84.37,1,4,5,2,3
6,1,4,1,,1.5,67.13,1,3,5,4,7
6,1,4,1,C,1.55,50.35,2,3,,,3
5,1,4,1,,1.55,47.63,,3,4,2,5
5,1,4,1,A C E,1.65,63.5,4,3,3,3,5
5,2,3,1,,1.78,127.01,1,5,5,3,4
6,1,4,2,E,1.6,48.99,2,3,3,3,2
6,2,4,2,E,1.85,88,1,4,6,1,2
6,2,4,2,C,,,1,2,1,2,4
6,1,4,2,C,1.68,60.78,2,3,4,4,3
6,1,4,2,C,1.6,45.36,,,8,4,1
6,2,4,2,C,1.78,74.84,1,3,8,2,2
6,2,4,2,A C E,1.85,84.37,1,3,8,4,3
6,1,4,1,E,1.63,72.58,1,4,6,3,2
6,,4,2,E,,,3,4,6,3,1
7,1,4,2,C,,,1,3,,5,6
7,1,4,2,B,1.52,58.97,1,4,7,3,5
7,1,4,2,C,1.7,68.04,1,3,8,2,
7,1,4,2,E,1.7,65.32,2,3,3,3,3
6,1,4,2,E,,,4,,2,5,7
6,1,4,2,E,1.57,56.7,2,3,8,5,3
6,1,4,2,C,1.6,52.16,1,2,4,,
6,2,4,2,C,1.8,68.49,1,3,5,2,2
7,1,4,2,E,1.6,58.97,1,3,1,3,5
6,2,4,2,CD,1.83,70.31,1,3,6,1,4
6,2,4,2,,,,1,,8,3,1
6,2,4,1,,1.78,85.28,1,4,2,2,2
5,2,3,2,C,1.8,108.41,2,4,8,2,4
5,1,3,2,A   E,1.68,53.52,2,2,8,2,3
5,2,3,2,C,1.8,116.58,1,4,8,5,3
6,2,3,2,C,1.75,63.5,1,3,1,1,1
5,1,3,2,B  E,1.65,77.11,1,5,2,4,1
6,,3,2,E,,,1,3,1,3,1
6,1,3,2,C,1.6,84.37,1,5,1,5,1
5,1,2,2,A C,1.68,60.33,1,3,7,2,2
4,1,2,2,C,,,1,4,1,3,1
4,2,2,2,A C,1.73,86.18,1,4,1,5,2
5,2,2,2,C,1.78,97.52,1,3,6,3,2
4,2,2,2,E,1.68,65.77,1,3,6,5,4
4,2,2,2,E,1.73,90.72,1,4,2,4,3
4,1,2,2,C,1.6,61.69,2,3,2,3,2
4,1,2,1,C,1.6,101.15,1,3,4,3,2
4,1,2,2,C E,1.52,46.27,1,2,6,3,3
4,1,2,2,E,,,,2,4,3,2
4,2,2,2,C,1.73,114.76,2,5,6,3,1
5,1,2,1,,1.6,49.9,3,2,2,4,4
4,1,2,2,C E,1.73,73.48,2,3,2,2,2
5,1,2,2,E,1.63,53.52,2,3,8,2,4
4,2,2,1,E,1.88,111.13,1,5,5,4,4
5,2,2,2,C E,1.7,81.65,1,4,4,4,1
4,1,2,2,E,1.65,63.05,1,4,6,3,3
4,2,2,2,E,1.96,106.6,1,5,3,1,4
5,1,2,2,E,1.57,50.35,1,3,4,3,4
5,2,2,2,E,1.85,117.94,4,4,6,4,3
5,2,2,1,,,,1,4,8,1,4
4,2,2,2,E,,,1,2,2,3,5
5,2,2,2,C,1.85,127.01,3,4,3,1,4
4,1,2,2,C,1.57,44.91,1,1,1,3,5
3,2,1,1,A,1.68,95.26,1,4,6,2,3
3,1,1,2,C,1.63,61.24,1,3,1,4,4
3,2,1,1,E,1.73,63.5,2,3,4,3,1
3,2,1,2,E,1.75,65.77,2,3,8,4,6
3,1,1,2,C,1.5,66.68,1,3,5,1,3
3,1,1,1,E,1.63,44.45,1,2,1,5,3
4,1,1,2,BC E,1.45,54.43,2,3,8,3,2
3,2,1,2,C,1.73,74.84,1,3,6,1,4
3,2,1,2,B,1.6,52.16,1,2,6,2,4
4,1,1,2,E,1.6,64.86,1,4,6,4,3
3,2,1,2,C,,,1,,8,1,5
3,1,1,2,E,1.63,78.47,1,4,1,3,4
3,1,1,2,C,1.65,59.42,1,3,2,5,1
4,2,1,2,E,1.7,90.72,,4,1,1,4
4,1,1,2,C,1.68,54.43,1,3,2,1,5
4,1,1,2,E,1.68,51.26,2,2,1,5,3
4,1,1,2,C,1.68,74.39,,2,2,5,1
5,1,1,2,C E,,,1,4,1,1,7
3,2,1,2,C,1.8,73.48,1,3,8,1,1
4,2,1,2,C,1.73,81.65,,3,6,3,4
3,1,1,2,E,1.52,51.71,,2,8,4,5
4,2,1,2,A C E,1.85,80.74,4,3,8,,
3,1,1,1,C,1.6,49.9,2,2,1,5,2
3,2,1,2,C,1.57,46.72,,3,1,2,4
6,2,3,1,B,1.65,68.04,2,4,2,3,3
6,2,3,2,E,1.8,87.09,1,4,1,1,4
5,1,3,2,E,,,1,3,1,3,5
6,2,3,2,C,1.8,67.59,1,2,8,2,1
5,2,3,2,C,1.73,65.77,1,3,6,2,2
6,1,4,2,C E,,,1,3,6,3,3
6,2,3,2,E,1.96,77.11,1,3,5,2,4
5,2,3,2,E,1.68,88.91,1,4,3,3,3
5,2,3,2,E,1.65,74.84,1,4,8,2,4
5,2,3,2,C,1.78,74.84,1,3,7,1,4
5,2,3,2,,,,1,3,6,3,4
5,1,3,1,C,1.57,51.26,1,3,2,4,1
5,1,3,2,E,1.73,56.7,1,2,4,4,3
5,2,3,2,E,1.8,79.38,1,3,4,2,5
5,1,3,1,A,1.68,55.79,1,3,3,3,6
5,1,3,2,E,1.6,68.04,1,4,6,5,3
5,1,3,1,,1.68,95.26,1,5,2,4,4
5,1,3,2,E,1.63,72.58,1,4,2,3,3
5,1,3,2,C,1.63,61.24,1,3,3,3,2
5,2,3,2,E,1.75,65.77,1,3,8,2,4
5,1,3,2,B,1.73,58.97,2,2,2,3,4
6,2,3,2,B  E,1.75,58.97,2,2,4,2,2
6,1,3,2,E,1.68,63.5,1,4,3,4,
5,1,3,2,E,1.57,45.36,1,3,3,4,3
5,2,3,2,C,1.65,54.43,1,3,3,3,3
5,2,3,2,E,1.83,68.04,1,4,8,3,2
5,1,3,2,E,1.57,49.9,1,2,1,3,3
5,2,3,2,C E,1.78,72.58,1,3,1,3,3
5,2,3,2,E,1.73,68.04,1,3,5,5,7
6,2,4,2,B,1.7,61.24,1,2,8,3,4
6,1,4,1,,1.6,102.06,3,5,1,5,2
6,2,4,2,E,1.83,92.99,1,4,2,4,4
6,1,4,2,E,1.63,68.04,1,3,1,3,3
